species,year,w,alpha,in.hull,outlier,total
cahu,2011,24,2.3,51,5,36
cahu,2011,25,2.4,58,10,53
cahu,2011,26,2.4,29,11,28
cahu,2011,27,2,39,8,37
cahu,2011,28,1.7,23,17,30
cahu,2011,29,1.5,24,21,33
cahu,2011,30,3.6,35,5,28
cahu,2011,31,2.7,31,11,27
cahu,2011,32,3.8,23,11,23
cahu,2011,33,1.9,20,15,27
cahu,2011,34,1.5,15,28,32
cahu,2011,35,1.4,20,19,30
cahu,2011,36,2.4,41,18,45
cahu,2011,37,3.4,35,4,34
cahu,2011,38,1.7,22,18,32
cahu,2011,39,4.1,35,2,22
cahu,2011,40,5,15,0,13
cahu,2011,41,3.5,14,5,17
cahu,2011,42,1.7,14,16,25
cahu,2011,43,5,13,0,11
cahu,2011,44,5,10,0,9
cahu,2011,45,5,8,0,6
cahu,2011,46,5,7,0,6
cahu,2011,47,5,4,0,4
cahu,2011,48,5,3,0,3
cahu,2011,49,5,4,0,4
cahu,2011,50,5,1,0,1
cahu,2011,55,5,1,0,1
cahu,2011,56,5,2,0,2
cahu,2011,57,5,6,0,4
cahu,2012,0,5,15,0,5
cahu,2012,1,5,1,0,1
cahu,2012,2,5,1,0,1
cahu,2012,4,5,2,0,2
cahu,2012,5,5,1,0,1
cahu,2012,6,5,3,0,3
cahu,2012,7,5,4,0,3
cahu,2012,8,5,11,0,8
cahu,2012,9,5,14,0,14
cahu,2012,10,1.8,11,13,20
cahu,2012,11,2.5,37,5,30
cahu,2012,12,2.4,36,5,32
cahu,2012,13,2.4,58,6,54
cahu,2012,14,3.6,63,6,58
cahu,2012,15,2.6,77,10,63
cahu,2012,16,1.5,48,22,52
cahu,2012,17,1.9,80,8,64
cahu,2012,18,1.8,58,12,50
cahu,2012,19,2.7,43,3,33
cahu,2012,20,1.5,77,22,75
cahu,2012,21,2,46,21,48
cahu,2012,22,2.2,67,8,57
cahu,2012,23,3,42,4,31
cahu,2012,24,1.6,51,20,55
cahu,2012,25,3.9,56,6,44
cahu,2012,26,3.4,40,10,36
cahu,2012,27,2.6,62,6,54
cahu,2012,28,2.9,70,7,61
cahu,2012,29,3.7,37,5,37
cahu,2012,30,3.1,36,4,39
cahu,2012,31,1.7,38,19,47
cahu,2012,32,2.7,28,7,28
cahu,2012,33,3.1,31,2,28
cahu,2012,34,2.3,19,23,34
cahu,2012,35,2.1,16,21,31
cahu,2012,36,3.1,7,10,16
cahu,2012,37,1.4,8,26,26
cahu,2012,38,5.1,10,8,14
cahu,2012,39,5,14,0,13
cahu,2012,40,5,11,0,6
cahu,2012,41,5,7,0,6
cahu,2012,42,5,3,0,3
cahu,2012,43,5,2,0,2
cahu,2013,0,1.3,14,2,10
cahu,2013,1,5,2,0,1
cahu,2013,2,5,2,0,2
cahu,2013,3,5,1,0,1
cahu,2013,4,5,1,0,1
cahu,2013,6,5,2,0,2
cahu,2013,7,5,6,0,6
cahu,2013,8,5,10,0,5
cahu,2013,9,5,12,0,6
cahu,2013,10,6.73999999999999,12,5,14
cahu,2013,11,1.9,26,3,22
cahu,2013,12,3.1,45,6,39
cahu,2013,13,1.6,85,10,67
cahu,2013,14,1.4,92,28,84
cahu,2013,15,2.3,73,6,55
cahu,2013,16,1.8,86,10,72
cahu,2013,17,1.4,82,28,84
cahu,2013,18,1.7,83,16,75
cahu,2013,19,1.9,72,10,67
cahu,2013,20,2.6,77,8,61
cahu,2013,21,2.6,71,7,61
cahu,2013,22,1.5,70,23,69
cahu,2013,23,2,89,19,78
cahu,2013,24,1.5,102,21,99
cahu,2013,25,1.8,52,10,49
cahu,2013,26,2,53,6,40
cahu,2013,27,1.9,76,9,61
cahu,2013,28,1.5,68,39,72
cahu,2013,29,1.4,53,29,62
cahu,2013,30,1.6,68,23,70
cahu,2013,31,1.9,93,10,81
cahu,2013,32,1.5,44,35,64
cahu,2013,33,2.3,63,6,53
cahu,2013,34,2.5,65,7,63
cahu,2013,35,2.7,63,6,58
cahu,2013,36,1.6,27,21,39
cahu,2013,37,3.7,39,8,38
cahu,2013,38,2.1,33,15,39
cahu,2013,39,1.7,4,14,17
cahu,2013,40,5,15,0,14
cahu,2013,41,1.8,7,9,14
cahu,2013,42,5,8,0,8
cahu,2013,43,5,4,0,4
cahu,2013,44,5,5,0,5
cahu,2013,45,5,1,0,1
cahu,2013,51,5,2,0,2
cahu,2014,0,5,13,0,7
cahu,2014,2,5,2,0,2
cahu,2014,3,5,4,0,4
cahu,2014,4,5,3,0,3
cahu,2014,5,5,1,0,1
cahu,2014,6,5,4,0,4
cahu,2014,7,5,10,0,9
cahu,2014,8,3,22,8,22
cahu,2014,9,2.3,31,4,33
cahu,2014,10,2,44,10,34
cahu,2014,11,2.8,54,4,41
cahu,2014,12,1.6,103,12,76
cahu,2014,13,1.5,130,21,106
cahu,2014,14,1.4,92,26,81
cahu,2014,15,1.6,121,18,99
cahu,2014,16,1.2,178,34,144
cahu,2014,17,1.3,121,14,91
cahu,2014,18,1.5,126,15,106
cahu,2014,19,1.4,106,25,91
cahu,2014,20,1.5,118,13,105
cahu,2014,21,1.7,95,15,83
cahu,2014,22,2.3,111,12,85
cahu,2014,23,1.5,110,20,101
cahu,2014,24,2.1,79,17,63
cahu,2014,25,2,84,9,69
cahu,2014,26,2.5,80,9,67
cahu,2014,27,2.8,87,10,73
cahu,2014,28,2.6,94,11,77
cahu,2014,29,2.1,104,14,88
cahu,2014,30,1.7,92,25,75
cahu,2014,31,2.4,64,17,61
cahu,2014,32,2,68,12,59
cahu,2014,33,1.9,55,18,56
cahu,2014,34,2.3,70,7,54
cahu,2014,35,1.6,28,27,39
cahu,2014,36,1.9,28,25,40
cahu,2014,37,2.5,48,6,49
cahu,2014,38,5.2,24,6,22
cahu,2014,39,1.5,3,21,16
cahu,2014,40,6.19999999999999,18,3,15
cahu,2014,41,5,8,0,6
cahu,2014,42,5,2,0,2
cahu,2014,43,5,1,0,1
cahu,2014,44,5,1,0,1
cahu,2014,47,5,1,0,1
cahu,2014,48,5,1,0,1
cahu,2014,50,5,2,0,1
